,CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL_2,MARGEN
2459,P-1725,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2460,P-1725,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2461,P-1725,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2462,P-1725,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2463,P-1725,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,8921780,0,8921780,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,8921780,0.3769213094248009
2464,P-1725,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2465,P-1725,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2466,P-1725,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2467,P-1725,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,13379492,0,13379492,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,13379492,0.3090116575427527
2468,P-1725,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,-0.45650436755191376
2469,P-1725,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,-0.45650436755191376
2470,P-1725,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,-0.45650436755191376
2471,P-1725,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,-0.45650436755191376
2472,P-1725,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2473,P-1725,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2474,P-1725,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2475,P-1725,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2476,P-1725,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,9976559,7500000,2476559,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,2476559,-0.45650436755191376
2477,P-1725,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2478,P-1725,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,20600000,20600000,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.0
2479,P-1725,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.3090116575427527
2480,P-1725,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.3090116575427527
2481,P-1725,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,741299,-741299,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,741299,0.0
2482,P-1725,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,2536528,-2536528,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,2536528,0.3090116575427527
2483,P-1725,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,2120143,-2120143,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,2120143,0.3769213094248009
2484,P-1725,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,449245,-449245,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,449245,0.0
2485,P-1725,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,6708545,-6708545,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,6708545,0.3090116575427527
2486,P-1725,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,1280790,4887909,-3607119,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,3607119,-0.45650436755191376
2487,P-1725,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,136400,-136400,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,136400,0.0
2488,P-1725,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.3769213094248009
2489,P-1725,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.3769213094248009
2490,P-1725,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.3769213094248009
2491,P-1725,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.3769213094248009
2492,P-1725,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.3090116575427527
2493,P-1725,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,0,0.3090116575427527
2494,P-1725,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,3438828,-3438828,LO CAÑAS,CONSTRUCTORA BRISAS DE BATUCO,3438828,0.3769213094248009
2495,P-1726,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2496,P-1726,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2497,P-1726,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2498,P-1726,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2499,P-1726,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2500,P-1726,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,27650696,27650696,0,,,0,0.0
2501,P-1726,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,6002400,-6002400,,,6002400,0.3996617426474859
2502,P-1726,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,14400139,-14400139,,,14400139,0.18933056884400307
2503,P-1726,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,9263697,-9263697,,,9263697,0.3996617426474859
2504,P-1726,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,656155,-656155,,,656155,0.0
2505,P-1726,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,25429159,0,25429159,,,25429159,0.3996617426474859
2506,P-1726,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,21037279,0,21037279,,,21037279,0.18933056884400307
2507,P-1726,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2508,P-1726,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,2654140,-2654140,,,2654140,0.18933056884400307
2509,P-1726,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2510,P-1726,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2511,P-1726,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2512,P-1726,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.18933056884400307
2513,P-1726,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.18933056884400307
2514,P-1726,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.3996617426474859
2515,P-1726,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.3996617426474859
2516,P-1726,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.3996617426474859
2517,P-1726,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.3996617426474859
2518,P-1726,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.18933056884400307
2519,P-1726,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2520,P-1726,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2521,P-1726,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2522,P-1726,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2523,P-1726,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2524,P-1726,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2525,P-1726,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2526,P-1726,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.18933056884400307
2527,P-1727,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2528,P-1727,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,1509380,-1509380,,,1509380,0.0
2529,P-1727,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,4619075,-4619075,,,4619075,0.0
2530,P-1727,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2531,P-1727,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,3205300,-3205300,,,3205300,0.5836301681054067
2532,P-1727,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,3455213,-3455213,,,3455213,0.23962179789629393
2533,P-1727,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,2377015,-2377015,,,2377015,0.0
2534,P-1727,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,1376850,-1376850,,,1376850,0.5836301681054067
2535,P-1727,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,11005000,0,11005000,,,11005000,0.5836301681054067
2536,P-1727,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,28570952,11005000,17565952,,,17565952,0.23962179789629393
2537,P-1727,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,32940346,32940346,0,,,0,0.0
2538,P-1727,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2539,P-1727,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,9901554,-9901554,,,9901554,0.23962179789629393
2540,P-1727,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2541,P-1727,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2542,P-1727,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2543,P-1727,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2544,P-1727,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2545,P-1727,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2546,P-1727,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2547,P-1727,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2548,P-1727,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2549,P-1727,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2550,P-1727,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.23962179789629393
2551,P-1727,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2552,P-1727,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.23962179789629393
2553,P-1727,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.23962179789629393
2554,P-1727,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.5836301681054067
2555,P-1727,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.5836301681054067
2556,P-1727,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.5836301681054067
2557,P-1727,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.5836301681054067
2558,P-1727,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2559,P-1727,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.23962179789629393
2560,P-1727,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2561,P-1728,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,89397,-89397,,,89397,0.0
2562,P-1728,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,541472,-541472,,,541472,0.0
2563,P-1728,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,520476,-520476,,,520476,0.0
2564,P-1728,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,1302303,-1302303,,,1302303,0.0
2565,P-1728,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2566,P-1728,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2567,P-1728,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2568,P-1728,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2569,P-1728,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2570,P-1728,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2571,P-1728,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2572,P-1728,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2573,P-1728,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2574,P-1728,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2575,P-1728,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2576,P-1728,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2577,P-1728,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2578,P-1728,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2579,P-1728,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2580,P-1728,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2581,P-1728,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2582,P-1728,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2583,P-1728,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2584,P-1728,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2585,P-1728,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2586,P-1728,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2587,P-1728,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2588,P-1728,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2589,P-1729,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,114402,-114402,,,114402,0.0
2590,P-1729,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2591,P-1729,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2592,P-1729,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2593,P-1729,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2594,P-1729,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2595,P-1729,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,,,0,0.0
2596,P-1729,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2597,P-1729,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2598,P-1729,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2599,P-1729,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,,,0,0.0
2600,P-1729,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2601,P-1729,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2602,P-1729,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
2603,P-1729,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2604,P-1729,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2605,P-1729,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2606,P-1729,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,,,0,0.0
2607,P-1729,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2608,P-1729,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2609,P-1729,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2610,P-1729,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,0,0,,,0,0.0
2611,P-1729,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2612,P-1729,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,,,0,0.0
2613,P-1729,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,,,0,0.0
,CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL_2,MARGEN
0,1. TOTAL,4. COSTO SUPERVISIÓN,2023-06-01 00:00:00,2023.0,6.0,0,0,0,1. TOTAL,1. TOTAL,0,24.887423715093142
1,1. TOTAL,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,5096121,-5096121,1. TOTAL,1. TOTAL,5096121,0.24013522758508363
2,1. TOTAL,4. COSTO SUPERVISIÓN,2023-03-01 00:00:00,2023.0,3.0,0,4474872,-4474872,1. TOTAL,1. TOTAL,4474872,0.33853123025555426
3,1. TOTAL,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,4016206,-4016206,1. TOTAL,1. TOTAL,4016206,0.27745231421092026
4,1. TOTAL,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,4336206,-4336206,1. TOTAL,1. TOTAL,4336206,0.22465952880006174
5,1. TOTAL,1. INGRESO,2023-06-01 00:00:00,2023.0,6.0,53939883,58891059,-4951176,1. TOTAL,1. TOTAL,-4951176,24.887423715093142
6,1. TOTAL,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,631496823,170698310,460798513,1. TOTAL,1. TOTAL,460798513,0.37326954438327364
7,1. TOTAL,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,408889221,61678702,347210519,1. TOTAL,1. TOTAL,347210519,0.24013522758508363
8,1. TOTAL,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,481925304,199901371,282023933,1. TOTAL,1. TOTAL,282023933,0.33853123025555426
9,1. TOTAL,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,231086456,0,231086456,1. TOTAL,1. TOTAL,231086456,0.27745231421092026
10,1. TOTAL,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,4643261,-4643261,1. TOTAL,1. TOTAL,4643261,0.37326954438327364
11,1. TOTAL,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,449490833,191247845,258242988,1. TOTAL,1. TOTAL,258242988,0.22465952880006174
12,1. TOTAL,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,8533707,178313193,-169779486,1. TOTAL,1. TOTAL,169779486,0.37326954438327364
13,1. TOTAL,2. COSTO MATERIALES,2023-04-01 00:00:00,2023.0,4.0,3247244,150098697,-146851453,1. TOTAL,1. TOTAL,146851453,0.24013522758508363
14,1. TOTAL,2. COSTO MATERIALES,2023-03-01 00:00:00,2023.0,3.0,2764412,88079320,-85314908,1. TOTAL,1. TOTAL,85314908,0.33853123025555426
15,1. TOTAL,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,3348963,83658197,-80309234,1. TOTAL,1. TOTAL,80309234,0.27745231421092026
16,1. TOTAL,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,2565889,125972929,-123407040,1. TOTAL,1. TOTAL,123407040,0.22465952880006174
17,1. TOTAL,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,114373715,-114373715,1. TOTAL,1. TOTAL,114373715,0.37326954438327364
18,1. TOTAL,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,111885468,-111885468,1. TOTAL,1. TOTAL,111885468,0.24013522758508363
19,1. TOTAL,3. COSTO MANO DE OBRA,2023-03-01 00:00:00,2023.0,3.0,0,96760244,-96760244,1. TOTAL,1. TOTAL,96760244,0.33853123025555426
20,1. TOTAL,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,82645544,-82645544,1. TOTAL,1. TOTAL,82645544,0.27745231421092026
21,1. TOTAL,2. COSTO MATERIALES,2023-06-01 00:00:00,2023.0,6.0,4092922,122363761,-118270839,1. TOTAL,1. TOTAL,118270839,24.887423715093142
22,1. TOTAL,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,72482994,-72482994,1. TOTAL,1. TOTAL,72482994,0.22465952880006174
23,1. TOTAL,,,,,2281381657,1909051349,372330308,1. TOTAL,1. TOTAL,372330308,
24,1. TOTAL,1. INGRESO,2023-04-01 00:00:00,2023.0,4.0,0,0,0,1. TOTAL,1. TOTAL,0,0.24013522758508363
25,1. TOTAL,3. COSTO MANO DE OBRA,2023-04-01 00:00:00,2023.0,4.0,0,0,0,1. TOTAL,1. TOTAL,0,0.24013522758508363
26,1. TOTAL,4. COSTO SUPERVISIÓN,2023-04-01 00:00:00,2023.0,4.0,0,0,0,1. TOTAL,1. TOTAL,0,0.24013522758508363
27,1. TOTAL,1. INGRESO,2023-05-01 00:00:00,2023.0,5.0,0,0,0,1. TOTAL,1. TOTAL,0,0.37326954438327364
28,1. TOTAL,2. COSTO MATERIALES,2023-05-01 00:00:00,2023.0,5.0,0,0,0,1. TOTAL,1. TOTAL,0,0.37326954438327364
29,1. TOTAL,3. COSTO MANO DE OBRA,2023-05-01 00:00:00,2023.0,5.0,0,0,0,1. TOTAL,1. TOTAL,0,0.37326954438327364
30,1. TOTAL,4. COSTO SUPERVISIÓN,2023-05-01 00:00:00,2023.0,5.0,0,0,0,1. TOTAL,1. TOTAL,0,0.37326954438327364
31,1. TOTAL,1. INGRESO,2023-01-01 00:00:00,2023.0,1.0,0,0,0,1. TOTAL,1. TOTAL,0,0.22465952880006174
32,1. TOTAL,2. COSTO MATERIALES,2023-01-01 00:00:00,2023.0,1.0,0,0,0,1. TOTAL,1. TOTAL,0,0.22465952880006174
33,1. TOTAL,3. COSTO MANO DE OBRA,2023-01-01 00:00:00,2023.0,1.0,0,0,0,1. TOTAL,1. TOTAL,0,0.22465952880006174
34,1. TOTAL,4. COSTO SUPERVISIÓN,2023-01-01 00:00:00,2023.0,1.0,0,0,0,1. TOTAL,1. TOTAL,0,0.22465952880006174
35,1. TOTAL,3. COSTO MANO DE OBRA,2023-06-01 00:00:00,2023.0,6.0,0,0,0,1. TOTAL,1. TOTAL,0,24.887423715093142
36,1. TOTAL,1. INGRESO,2023-02-01 00:00:00,2023.0,2.0,0,0,0,1. TOTAL,1. TOTAL,0,0.27745231421092026
37,1. TOTAL,2. COSTO MATERIALES,2023-02-01 00:00:00,2023.0,2.0,0,0,0,1. TOTAL,1. TOTAL,0,0.27745231421092026
38,1. TOTAL,3. COSTO MANO DE OBRA,2023-02-01 00:00:00,2023.0,2.0,0,0,0,1. TOTAL,1. TOTAL,0,0.27745231421092026
39,1. TOTAL,4. COSTO SUPERVISIÓN,2023-02-01 00:00:00,2023.0,2.0,0,0,0,1. TOTAL,1. TOTAL,0,0.27745231421092026
40,1. TOTAL,1. INGRESO,2023-03-01 00:00:00,2023.0,3.0,0,0,0,1. TOTAL,1. TOTAL,0,0.33853123025555426
